,title,genres,keywords,cast,director,images
1917,The 33,Drama History,mining chile based on true story survival woman director,Antonio Banderas Rodrigo Santoro Juliette Binoche James Brolin Lou Diamond Phillips,Patricia Riggen,/nGYeUHCo6MWiFTTaOXym8oBYyop.jpg
1918,Big Trouble in Little China,Action Adventure Comedy Fantasy,kung fu chinatown magic mystery,Kurt Russell Kim Cattrall Dennis Dun James Hong Victor Wong,John Carpenter,/wb9HmFqa7TOWmvIRzJstdkjzOkG.jpg
1919,Fly Me to the Moon,Comedy Romance,,Diane Kruger Dany Boon Alice Pol Robert Plagnol Jonathan Cohen,Pascal Chaumeil,/jMq2UM1GZdHpeCfGMc62Odic2Ws.jpg
1920,Warrior,Action Drama,bank training beating mixed martial arts teacher,Tom Hardy Jennifer Morrison Nick Nolte Joel Edgerton Frank Grillo,Gavin O'Connor,/1PnRPz4A4AguUEVOTcprIyctrax.jpg
1921,Michael Collins,Drama Thriller,civil war fight presidential election freedom fighter chinese civil war,Liam Neeson Aidan Quinn Stephen Rea Alan Rickman Julia Roberts,Neil Jordan,/A4Ikk4bR7R16rMFrDUsbUrurEHM.jpg
1922,Gettysburg,War Drama History,civil war independence troops army battle,Jeff Daniels Tom Berenger Martin Sheen Sam Elliott Stephen Lang,Ronald F. Maxwell,/o0KR5pXjoMuyNP9xnScGEE5zdX9.jpg
1923,Stop-Loss,Drama War,post traumatic stress  disorder iraq war veteran u.s. soldier woman director,Ryan Phillippe Abbie Cornish Joseph Gordon-Levitt Channing Tatum Josef Sommer,Kimberly Peirce,/bMkwq0BYNHgdU9zhOFGr3Q4V85s.jpg
1924,Abandon,Drama Mystery Thriller,alcohol detective dancer nightmare college,Katie Holmes Benjamin Bratt Charlie Hunnam Zooey Deschanel Fred Ward,Stephen Gaghan,/632yGRIcTau6hf5UyZv90HlatYF.jpg
1925,Brokedown Palace,Drama Thriller,holiday prison thailand drug injustice,Claire Danes Kate Beckinsale Bill Pullman Jacqueline Kim Lou Diamond Phillips,Jonathan Kaplan,/iwcvWOyT04GHLSevuFROL3SGSb6.jpg
1926,The Possession,Horror Thriller,,Jeffrey Dean Morgan Natasha Calis Madison Davenport Kyra Sedgwick Rob LaBelle,Ole Bornedal,/aleJeWS9a6pAkes4akjlLV46xWA.jpg
1927,Mrs. Winterbourne,Comedy Romance Drama,role reversal mistaken identity train wreck,Shirley MacLaine Ricki Lake Brendan Fraser Jane Krakowski Loren Dean,Richard Benjamin,/hPMfm16Fp435oIC42IqIuEhwQAF.jpg
1928,Straw Dogs,Drama Thriller,southern usa rape bar wife husband relationship barn,James Marsden Kate Bosworth Alexander Skarsg\u00e5rd Dominic Purcell Laz Alonso,Rod Lurie,/lajJKmazOSfJ6kPXVFxjr0JBDf0.jpg
1929,The Hoax,Comedy Drama,flying 1970s false identity biography,Richard Gere Alfred Molina Marcia Gay Harden Hope Davis Julie Delpy,Lasse Hallstr\u00f6m,/sGssyV8kuJqBAeQdQRmazo5VY9E.jpg
1930,Stone Cold,Action Crime Thriller,undercover fbi biker cop motorcycle gang,Brian Bosworth Lance Henriksen William Forsythe Arabella Holzbog Sam McMurray,Craig R. Baxley,/yEVo6ecgiD5AMLl1AKnGaW2oBtU.jpg
1931,The Road,Adventure Drama,post-apocalyptic dystopia paternity duringcreditsstinger,Viggo Mortensen Kodi Smit-McPhee Charlize Theron Robert Duvall Guy Pearce,John Hillcoat,/7MhCGjLodBt08kh8iOc8L8Fz5Wm.jpg
1932,Sheena,Action Adventure Comedy Fantasy Science Fiction,africa mercenary adventure female hero jungle girl,Tanya Roberts Ted Wass Donovan Scott Elizabeth of Toro France Zobda,John Guillermin,/5h0dSBlyThZ7mrC6o2BuSaa8ZmY.jpg
1933,Underclassman,Action Comedy,police high school undercover cop,Nick Cannon Roselyn S\u00e1nchez Shawn Ashmore Cheech Marin Kelly Hu,Marcos Siega,/4ODyigwyu03HZqFhvQqD5tpHwi.jpg
1934,Say It Isn't So,Comedy Romance,,Chris Klein Heather Graham Orlando Jones Sally Field Richard Jenkins,J.B. Rogers,/fNb6NSwfv76je5MQp58rvJxvoMU.jpg
1935,The World's Fastest Indian,Drama,new zealand utah life's dream independent film motorcycle,Anthony Hopkins Iain Rea Tessa Mitchell Aaron Murphy Tim Shadbolt,Roger Donaldson,/k63u1PAW8aL7hy1Rwtn0d0oy4rn.jpg
1936,Tank Girl,Action Comedy Fantasy Science Fiction,destroy dystopia reincarnation desert artial arts,Lori Petty Ice-T Naomi Watts Malcolm McDowell Iggy Pop,Rachel Talalay,/9bfsEbee1ISYAvJepdqAT4MLoom.jpg
1937,King's Ransom,Comedy Crime,caper action,Anthony Anderson Jay Mohr Kellita Smith Brooke D'Orsay Donald Faison,Jeffrey W. Byrd,/pH7nI64W7zNhAgIJBvLxnKJoslU.jpg
1938,Blindness,Drama Mystery Science Fiction Thriller,fight blindness and impaired vision asylum leader society,Julianne Moore Mark Ruffalo Alice Braga Gael Garc\u00eda Bernal Danny Glover,Fernando Meirelles,/sN0czEtCT1jEFQVajWBsKwdFBKm.jpg
1939,BloodRayne,Action Adventure Fantasy Horror,vampire vampire hunter based on video game romania,Kristanna Loken Ben Kingsley Michelle Rodriguez Michael Madsen Matthew Davis,Uwe Boll,/7M4Gg8VJLO4RgZVfEPq02px2SVL.jpg
1940,Carnage,Comedy Drama,flat mobile phone hamster insult dark comedy,Kate Winslet Jodie Foster Christoph Waltz John C. Reilly Elvis Polanski,Roman Polanski,/qm98Bj5FqFG6y4zf21I7hp2UCDd.jpg
1941,Where the Truth Lies,Drama Mystery Thriller,sex journalist journalism 1970s entertainer,Kevin Bacon Colin Firth Alison Lohman David Hayman Rachel Blanchard,Atom Egoyan,/gKYcKTFERnv8iXVaFDokC3bJYXO.jpg
1942,Cirque du Soleil: Worlds Away,Fantasy Family,clown music mimes cirque du soleil carnies,Erica Linz Igor Zaripov Matt Gillanders Jason Berrent Dallas Barnett,Andrew Adamson,/22RJPOcck5lnLDiLKy0kjqtgH15.jpg
1943,Without Limits,Drama,running olympic games sport athlete,Billy Crudup Donald Sutherland Monica Potter Jeremy Sisto Matthew Lillard,Robert Towne,/vJxNkmttFOCh2cqAe8iL6WKpoU.jpg
1944,Me and Orson Welles,Comedy Drama Romance,new york based on novel historical figure theater 1930s,Zac Efron Claire Danes Christian McKay Imogen Poots Zoe Kazan,Richard Linklater,/yr5SDUn21j124pQDyr0B9Zsu4Ks.jpg
1945,The Best Offer,Drama Romance Crime Mystery,painting auctioneer confidence game fine art honey pot,Geoffrey Rush Jim Sturgess Sylvia Hoeks Donald Sutherland Maximilian Dirr,Giuseppe Tornatore,/4EdN5rIT43xcqi4IVRrhxiDOz6z.jpg
1946,The Bad Lieutenant: Port of Call - New Orleans,Drama Crime,police brutality organized crime policeman illegal drugs murder investigation,Nicolas Cage Eva Mendes Val Kilmer Fairuza Balk Shawn Hatosy,Werner Herzog,/tmuxRmCHybAEqXftvE2rNlQD70E.jpg
1947,A Turtle's Tale: Sammy's Adventures,Animation Family,global warming sea turtle 3d,Yuri Lowenthal Gemma Arterton Isabelle Fuhrman Melanie Griffith Tim Curry,Ben Stassen,/3D4nc60RbIVwz7Ga1F9IolfoxIU.jpg
1948,Little White Lies,Comedy Drama,american football country house motorboat male female relationship thirty something,Fran\u00e7ois Cluzet Marion Cotillard Beno\u00eet Magimel Gilles Lellouche Jean Dujardin,Guillaume Canet,/aDKuDfEAYa2VENKd155D4ZoAl7c.jpg
1949,Love Ranch,Drama,independent film,Helen Mirren Joe Pesci Sergio Peris-Mencheta Gina Gershon Bai Ling,Taylor Hackford,/6HT2Ep7riT2gOf9atuxW6gOY13G.jpg
1950,The True Story of Puss 'n Boots,Family Adventure Animation,cat surrealism cartoon cat,J\u00e9r\u00f4me Deschamps Yolande Moreau Louise Wallon Arthur Deschamps Jean-Claude Bolle-Reddat,J\u00e9r\u00f4me Deschamps,/Ak50LksxlxmXnaFt8C7TlQj7RQo.jpg
1951,Space Dogs,Family Animation,russia space mission space outer space dog,Anna Bolshova Evgeny Mironov Sergey Garmash Aleksandr Bashirov Elena Yakovleva,Inna Evlannikova,/jj4rpXlATL1cfsduT2g0AnHDHLc.jpg
1952,The Counselor,Thriller Crime Drama,poetry lawyer drug smuggling drug trafficking red dress,Michael Fassbender Cameron Diaz Javier Bardem Goran Visnjic Pen\u00e9lope Cruz,Ridley Scott,/yOTy5kWsmIbYA1kMfAFt8cRb0cM.jpg
1953,Ironclad,Romance Adventure Action History,ambush hero fight castle battlefield,James Purefoy Kate Mara Jason Flemyng Paul Giamatti Brian Cox,Jonathan English,/rprg34i9MfIRAJdBcjAWaV7JXRe.jpg
1954,Waterloo,History Action Drama,biography napoleon bonaparte waterloo,Rod Steiger Christopher Plummer Orson Welles Jack Hawkins Virginia McKenna,Sergey Bondarchuk,/qMRdCfAnFLawsThEFPFm5yefB7E.jpg
1955,Kung Fu Jungle,Crime Action Thriller,martial arts kung fu serial killer,Donnie Yen Charlie Yeung Wang Baoqiang Bai Bing Deep Ng,Teddy Chan,/stLhxCtXOA7tAm97Yg0xoNKXYNG.jpg
1956,Red Sky,Action Thriller,love triangle middle east fight kidnapping missile,Cam Gigandet Rachael Leigh Cook Shane West Bill Pullman Brian Krause,Mario Van Peebles,/7pSvmk9qNtvxQ0xYNXxUtopuvDk.jpg
1957,Dangerous Liaisons,Drama Romance,lovesickness sexuality cheating cynic ladykiller,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz Keanu Reeves,Stephen Frears,/dhaX2NXwPyCVML8Iy7ul38wfmY3.jpg
1958,On the Road,Adventure Drama,based on novel cemetery narration nudity funeral,Garrett Hedlund Sam Riley Kristen Stewart Amy Adams Tom Sturridge,Walter Salles,/5dUOTVeNPU2CmEfFniQ8TE6HChG.jpg
1959,Star Trek IV: The Voyage Home,Science Fiction Adventure,saving the world san francisco uss enterprise-a time travel whale,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Leonard Nimoy,/wN3dgwkiWSLrMVukPQIeccv5EJ6.jpg
1960,Rocky Balboa,Drama,philadelphia transporter fight love of one's life publicity,Sylvester Stallone Burt Young Milo Ventimiglia Geraldine Hughes James Francis Kelly III,Sylvester Stallone,/9mwMaNeeqPXJviKk2UKLxFm9vUW.jpg
1961,Scream 2,Horror Mystery,film festivals slaughter slasher,David Arquette Neve Campbell Courteney Cox Sarah Michelle Gellar Jamie Kennedy,Wes Craven,/lVmcX3hlJqsUGkEOEZkRFiOQdLv.jpg
1962,Jane Got a Gun,Action Drama Western,,Natalie Portman Joel Edgerton Ewan McGregor Noah Emmerich Boyd Holbrook,Gavin O'Connor,/olHS6SW1roovQvp25BVO0iRRs9S.jpg
1963,Think Like a Man Too,Comedy Romance,,Adam Brody Michael Ealy Jerry Ferrara Meagan Good Regina Hall,Tim Story,/6VLugbQ5DX1KNXccgB7r8zYNAbV.jpg
1964,The Whole Nine Yards,Comedy Crime,bounty gangster boss montreal gangster dentist,Bruce Willis Matthew Perry Rosanna Arquette Michael Clarke Duncan Kevin Pollak,Jonathan Lynn,/gOYlpZjpzHFePSHt0OxZHYENfvC.jpg
1965,Footloose,Drama Family Music Romance,dancing dancer dance music dance teacher,Kevin Bacon John Lithgow Dianne Wiest Chris Penn Lori Singer,Herbert Ross,/oD0M3H2FmL6AgXQJ1pRmQvfZslz.jpg
1966,Old School,Comedy,sex doll streaking mouth to mouth resuscitation,Luke Wilson Will Ferrell Vince Vaughn Ellen Pompeo Leah Remini,Todd Phillips,/uqmsY0AWZqIHUWbVG8ifSmSygzR.jpg
1967,The Fisher King,Comedy Drama,holy grail homeless person loss of lover mental disease sense of guilt,Jeff Bridges Robin Williams Mercedes Ruehl Amanda Plummer Michael Jeter,Terry Gilliam,/iqaQP6bYnwRGxdVBORppFS1TQWj.jpg
1968,I Still Know What You Did Last Summer,Horror Mystery Thriller,competition island radio bahamas college,Jennifer Love Hewitt Freddie Prinze Jr. Mekhi Phifer Brandy Norwood Muse Watson,Danny Cannon,/sn5FydS63DL5KWUBQW3bHhi0Myx.jpg
1969,Return to Me,Romance Comedy Drama,transplantation love of one's life veterinarian woman director,David Duchovny Minnie Driver Carroll O'Connor Robert Loggia Jim Belushi,Bonnie Hunt,/oNOJoW2XoH3shkQxHtOyacJRBCQ.jpg
1970,Zack and Miri Make a Porno,Comedy,pornography love of one's life platonic love pornographic video best friend,Seth Rogen Elizabeth Banks Jennifer Schwalbach Smith Jason Mewes Gerry Bednob,Kevin Smith,/z81ZWXB0RNj6IRrYP9ckQh2KyB9.jpg
1971,Nurse Betty,Comedy Crime Thriller,independent film native american violence soap opera used car dealer,Ren\u00e9e Zellweger Morgan Freeman Chris Rock Greg Kinnear Aaron Eckhart,Neil LaBute,/gMWwbkVNb9nnyH9KcD2KkM1JlwD.jpg
1972,The Men Who Stare at Goats,Comedy War,vietnam veteran kuwait new age staring contest drug use,George Clooney Ewan McGregor Jeff Bridges Kevin Spacey Robert Patrick,Grant Heslov,/lAJpYAepH7bic2TmE7ZP8q404P4.jpg
1973,Double Take,Adventure Drama Action Comedy Romance,mexico cia fbi train,Orlando Jones Eddie Griffin Garcelle Beauvais Gary Grubbs Daniel Roebuck,George Gallo,/e93Upxk1sCLdscVKD7pQNLiaqVI.jpg
1974,"Girl, Interrupted",Drama,based on novel suicide attempt puberty biography borderline personality disorder,Winona Ryder Angelina Jolie Clea DuVall Brittany Murphy Elisabeth Moss,James Mangold,/xbRtZUCtYh9frUnRH1OnqpVBE1r.jpg
1975,Win a Date with Tad Hamilton!,Comedy Romance,celebrity romantic comedy male female relationship movie star,Josh Duhamel Kate Bosworth Topher Grace Nathan Lane Sean Hayes,Robert Luketic,/xfB2Av2kbEoipE335rjvNuMdVCl.jpg
1976,Muppets from Space,Fantasy Comedy Science Fiction Family,puppet the muppets,Steve Whitmire Dave Goelz Bill Barretta Frank Oz Jerry Nelson,Tim Hill,/fqyxSVAsVNFjCzROGUY56SkkurR.jpg
1977,The Wiz,Adventure Family Fantasy Music,melancholy little dog based on stage musical based on film wizard,Diana Ross Michael Jackson Nipsey Russell Ted Ross Theresa Merritt,Sidney Lumet,/W2VwdRaGrH4TOQQZ8eez261rSF.jpg
1978,Ready to Rumble,Action Comedy Drama,wrestling sport,David Arquette Scott Caan Oliver Platt Rose McGowan Bill Goldberg,Brian Robbins,/rxVvThLIVkysfwvhZI6kb8OckWQ.jpg
1979,Play It to the Bone,Comedy Drama,sport,Antonio Banderas Woody Harrelson Lolita Davidovich Tom Sizemore Lucy Liu,Ron Shelton,/8GFtfmWMk2opmB7c8rrgXUu9jFM.jpg
1980,I Don't Know How She Does It,Romance Comedy,pregnancy family vacation widower working mum in-laws,Sarah Jessica Parker Pierce Brosnan Sarah Shahi Busy Philipps Olivia Munn,Douglas McGrath,/wLvLptIG5w2urvcUwegyDDqlWGC.jpg
1981,Piranha 3D,Comedy Horror,yacht movie in movie scuba diving piranha spring break,Elisabeth Shue Adam Scott Jerry O'Connell Steven R. McQueen Jessica Szohr,Alexandre Aja,/r1qHFpAJ1HZZm5CuFHw5zhgufMB.jpg
1982,Beyond the Sea,Drama Music,musical perfectionist rowboat courtship,Kevin Spacey Kate Bosworth John Goodman Bob Hoskins Brenda Blethyn,Kevin Spacey,/sA8Np90Tl4tiAwPiYmTwlUJX6e1.jpg
1983,Meet the Deedles,Animation Comedy Family,,Paul Walker John Ashton Dennis Hopper Eric Braeden Richard Lineback,Steve Boyum,/rjhzDYD72bfpesl5Wirw8NqIAIt.jpg
1984,The Thief and the Cobbler,Adventure Fantasy Animation Science Fiction Family,prophecy witch princess battle desert,Vincent Price Anthony Quayle Sean Connery Joan Sims Paul Matthews,Richard Williams,/3fOfUkZGZJ7GVczIcPV0MdMFqkv.jpg
1985,The Bridge of San Luis Rey,Romance Drama,based on novel bridge peru period drama 18th century,Gabriel Byrne F. Murray Abraham Kathy Bates Robert De Niro Harvey Keitel,Mary McGuckian,/847D6XLgJNO9fdBZWzgKOM5EBcL.jpg
1986,Faster,Crime Drama Action Thriller,,Dwayne Johnson Billy Bob Thornton Maggie Grace Carla Gugino Tom Berenger,"George Tillman, Jr.",/v1ajWq5IQOrlmSTGXmtEeHFIwdh.jpg
1987,Howl's Moving Castle,Fantasy Animation Adventure,flying witch rain castle scarecrow,Takuya Kimura Akihiro Miwa Tatsuya Gash\u00fbin Mitsunori Isaki Yo Oizumi,Hayao Miyazaki,/vwBa7djy1oxfxUjc7YtVgGNsjrT.jpg
1988,Zombieland,Comedy Horror,washington d.c. sister sister relationship post-apocalyptic road trip blood splatter,Jesse Eisenberg Woody Harrelson Emma Stone Abigail Breslin Amber Heard,Ruben Fleischer,/oihWVx3imvRKujnGmSDYhfG1gI5.jpg
1989,The Waterboy,Comedy,sport social outcast ridicule lawn mower deserted by husband,Adam Sandler Kathy Bates Fairuza Balk Henry Winkler Jerry Reed,Frank Coraci,/bWfmsPRKJ9Skkh7pUOdoThR9zqO.jpg
1990,The Empire Strikes Back,Adventure Action Science Fiction,rebel android asteroid space battle snow storm,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams Anthony Daniels,Irvin Kershner,/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg
1991,Bad Boys,Action Comedy Crime Thriller,miami detective handcuffs airport mexican standoff,Will Smith Martin Lawrence T\u00e9a Leoni Tch\u00e9ky Karyo Joe Pantoliano,Michael Bay,/wOLTJxfv98miIQcn0oNXq9fIgXM.jpg
1992,The Naked Gun 2½: The Smell of Fear,Comedy Crime,washington d.c. usa president spoof the white house,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Robert Goulet,David Zucker,/w3FVDaaw9lQAz0mcEz9bxS21YSb.jpg
1993,Final Destination,Horror,omen airplane accident corpse death near-death experience,Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,James Wong,/qwtgsc5pWRdWOgD6OCFIVkqSDPn.jpg
1994,The Ides of March,Drama,ohio politics dirty tricks presidential campaign endorsement,Ryan Gosling George Clooney Philip Seymour Hoffman Paul Giamatti Evan Rachel Wood,George Clooney,/nxPpDLO1sYlOqpNdL4Pc7athIlu.jpg
1995,Pitch Black,Thriller Science Fiction Action,darkness dystopia comet alien life-form survival,Vin Diesel Radha Mitchell Cole Hauser Lewis Fitz-Gerald Claudia Black,David Twohy,/mZGwhwIwYuF0G9XLS8j23dhNfUC.jpg
1996,Someone Like You...,Comedy Romance,feminism cohabitant tv show man-woman relation man between two women,Ashley Judd Greg Kinnear Hugh Jackman Marisa Tomei Ellen Barkin,Tony Goldwyn,/iACkB2Xddzhqi7YWR1IjIOhqCVW.jpg
1997,Her,Romance Science Fiction Drama,artificial intelligence computer love loneliness transhumanism,Joaquin Phoenix Scarlett Johansson Rooney Mara Amy Adams Olivia Wilde,Spike Jonze,/sbWZBPSmL7ePJq86u07YJlVohFj.jpg
1998,Joy Ride,Mystery Thriller Drama,colorado friendship stalker pokies truck driver,Steve Zahn Paul Walker Leelee Sobieski Jessica Bowman Stuart Stone,John Dahl,/5uiaW1yJPhGPdCXqGIkC5zeRfDg.jpg
1999,The Adventurer: The Curse of the Midas Box,Fantasy Adventure Family,london england based on novel key adventure supernatural,Aneurin Barnard Michael Sheen Lena Headey Sam Neill Ioan Gruffudd,Jonathan Newman,/fWmm5X31wPqt5fC5fxf1W17DvAy.jpg
2000,Anywhere But Here,Drama Comedy Romance,dream,Susan Sarandon Natalie Portman Hart Bochner Eileen Ryan Ray Baker,Wayne Wang,/n03FL1Ia88Jq2nV7fz4AJE9utw0.jpg
2001,The Crew,Action Comedy,,Richard Dreyfuss Burt Reynolds Dan Hedaya Seymour Cassel Carrie-Anne Moss,Michael Dinner,/lsj4znCN3NPTrR1wzQG70KEc7EG.jpg
2002,Haywire,Action Thriller,mercenary secret agent rescue foot chase spanish,Gina Carano Ewan McGregor Michael Fassbender Bill Paxton Channing Tatum,Steven Soderbergh,/q5zTYYhgRtUgB9MORq6TohCzxV3.jpg
2003,Jaws: The Revenge,Adventure Thriller,shark attack bahamas dying and death aggression by animal sequel,Lorraine Gary Lance Guest Mario Van Peebles Michael Caine Karen Young,Joseph Sargent,/cJyQfwSEa5IjOdeNTuiWjciVbou.jpg
2004,Marvin's Room,Drama,sister sister relationship sister leukemia reunion cancer,Diane Keaton Meryl Streep Leonardo DiCaprio Robert De Niro Hume Cronyn,Jerry Zaks,/dXGjxSaKV02s1It9i0IF7HhVQ8l.jpg
2005,The Longshots,Drama Family,,Ice Cube Keke Palmer Tasha Smith Jill Marie Jones Dash Mihok,Fred Durst,/rdfuo3NMJvGZ9EPbYj4PiEZjYZd.jpg
2006,The End of the Affair,Drama,bomb sex jealousy infidelity obsession,Ralph Fiennes Stephen Rea Julianne Moore James Bolam Ian Hart,Neil Jordan,/qfIvAhZj9nMbQ2F4OAdiiPjr26K.jpg
2007,Harley Davidson and the Marlboro Man,Action Thriller,corruption harley davidson drug dealer los angeles las vegas,Mickey Rourke Don Johnson Chelsea Field Daniel Baldwin Giancarlo Esposito,Simon Wincer,/1E8opVXbqzYe1GjPxIWZ8OxRTG6.jpg
2008,In the Valley of Elah,History Drama Thriller Crime Mystery,father son relationship detective war crimes patriotism homicide,Tommy Lee Jones Charlize Theron Susan Sarandon Frances Fisher James Franco,Paul Haggis,/2etSwBHCTcyFp9XOjZR4yYxqCC9.jpg
2009,Coco Before Chanel,Drama History,fashion designer woman director,Audrey Tautou Beno\u00eet Poelvoorde Alessandro Nivola Marie Gillain Emmanuelle Devos,Anne Fontaine,/wJ3LAZDzXpBxakGzUcjLgKCvKer.jpg
2010,Forsaken,Western Drama,,Demi Moore Kiefer Sutherland Donald Sutherland Brian Cox Siobhan Williams,Jon Cassar,/9oLlUJt1adchRGdmHSEtzLB1598.jpg
2011,Cheri,Drama Comedy Romance,,Michelle Pfeiffer Kathy Bates Rupert Friend Felicity Jones Iben Hjejle,Stephen Frears,/xaHEopBVf5BZCrHiSdzvYgA3vdj.jpg
2012,Vanity Fair,Drama Romance,london england british empire lover advancement aristocrat,Reese Witherspoon James Purefoy Jonathan Rhys Meyers Romola Garai Gabriel Byrne,Mira Nair,/eW3GgBzpLcbohMy6I07rSyPROuM.jpg
2013,Bodyguards and Assassins,Drama Action History,assassination martial arts sword blood splatter impalement,Donnie Yen Wang Xue-qi Tony Leung Ka-Fai Nicholas Tse Hu Jun,Teddy Chan,/2sSIqFskgwuA2yCMjjLk7sggcAk.jpg
2014,1408,Horror Thriller,suicide new york hotel fire hotel room,John Cusack Samuel L. Jackson Mary McCormack Jasmine Jessica Anthony Tony Shalhoub,Mikael H\u00e5fstr\u00f6m,/yzltOpo9TzfgB7h7U7seIOYqcf5.jpg
2015,Spaceballs,Comedy Science Fiction,android lasergun swordplay temple space marine,Mel Brooks Rick Moranis Bill Pullman Daphne Zuniga John Candy,Mel Brooks,/vq9QrPICVfjz53Pt3t2iLaBBhY6.jpg
2016,The Water Diviner,War Drama,istanbul australia post world war i farmer missing in action,Russell Crowe Olga Kurylenko Y\u0131lmaz Erdo\u011fan Cem Y\u0131lmaz Jai Courtney,Russell Crowe,/u0TGg4vCMH50jVuzG6zDOrsxP7S.jpg
2017,Ghost,Fantasy Drama Thriller Mystery Romance,corruption fortune teller money transfer money laundering pottery,Patrick Swayze Demi Moore Whoopi Goldberg Tony Goldwyn Vincent Schiavelli,Jerry Zucker,/kHm2Hq6jKKYrU1b1epSHfd7LjXL.jpg
